,text,code,party,label,party_code
295,"John Kerry, John Edwards and the Democratic Party will send a clear message to every man and woman in our armed forces: We guarantee that you will always be the best-led, best-equipped and most respected fighting force in the world.",104,D,military +,0
296,"You will be armed with the right weapons, schooled in the right skills, and fully prepared to win on the battlefield.",104,D,military +,0
297,"You will never be sent into harm's way without enough troops for the task, and never asked to fight a war without a plan to win the peace.",104,D,military +,0
298,You will never be given assignments which have not been clearly defined and for which you are not professionally trained.,104,D,military +,0
299,"The Bush Administration was right to call for the ""transformation"" of the military.",305,D,political authority,0
300,But their version of transformation neglected to consider that the dangers we face have also been transformed.,305,D,political authority,0
301,"The Administration was concerned with fighting classic conventional wars, instead of the asymmetrical threats we now face in Iraq, Afghanistan, and the war against al Qaeda.",305,D,political authority,0
302,"To rise to those challenges, we must strengthen our military, including our Special Forces, improve our technology, and task our National Guard with homeland security.",104,D,military +,0
303,"As a first step, we will expand America's active duty forces.",104,D,military +,0
304,The war in Iraq has overextended our armed services.,104,D,military +,0
305,"The vast majority of the Army's active duty combat divisions are committed to Iraq-currently there, preparing to go, or recently returned.",104,D,military +,0
306,That is a dangerous and potentially disastrous strain that limits our capacity to respond to other crises.,104,D,military +,0
307,"To pick up the slack, we've called up our Guard and Reserves at historic levels.",305,D,political authority,0
308,"Some have been on the ground in Iraq for as many as 15 months, much longer than was expected or promised.",305,D,political authority,0
309,Many of these units are being pushed to the limit and stretched far too thin.,305,D,political authority,0
310,The Administration's answer has just been to stretch further.,305,D,political authority,0
311,"They have extended tours of duty, delayed retirements, and prevented enlisted personnel from leaving the service - effectively using a stop-loss policy and recall of Individual Ready Reserve members as a back-door draft.",305,D,political authority,0
312,"We will add 40,000 new soldiers - not to increase the number of soldiers in Iraq, but to sustain our overseas deployments and prevent and prepare for other possible conflicts.",104,D,military +,0
313,"This will help relieve the strain on our troops and bring back more of our soldiers, guardsmen and reservists.",104,D,military +,0
314,We are dedicated to keeping our military operating on a volunteer basis.,104,D,military +,0
315,We are committed to management reform both to ensure that our defense funding is spent effectively and to help pay for these new forces.,104,D,military +,0
316,Doubling Special Forces capability.,104,D,military +,0
317,"Next, we need to create a ""New Total Force,"" a military prepared to defeat any enemy, at any time, in any place.",104,D,military +,0
318,"We will double the capacity of our Special Forces, the troops who took the fight to the Taliban with remarkable creativity after September 11th.",104,D,military +,0
